id,gold_relation,suggested_relation,head_type,head_text,tail_type,tail_text,source_url,sentence,marked_text,memo
d5f8b758a5403c73,,has_deadline,Event,2nd Gachon Pride Graduate Alumni,Deadline,2015.12.04,https://oia.gachon.ac.kr/international/a/m/alumniStory.do,2nd Gachon Pride Graduate Alumni 2015.12.04,[E1] 2nd Gachon Pride Graduate Alumni [/E1] [E2] 2015.12.04 [/E2],
f8edab9cf8ddcc47,,has_deadline,Event,2nd Gachon Pride Graduate Alumni,Deadline,2015.12.04,https://oia.gachon.ac.kr/international/a/m/alumniStory.do,2nd Gachon Pride Graduate Alumni 2015.12.04 2nd Gachon Pride Alumni 2015.10.01,[E1] 2nd Gachon Pride Graduate Alumni [/E1] [E2] 2015.12.04 [/E2] 2nd Gachon Pride Alumni 2015.10.01,
79ca07764f809a31,,has_deadline,Event,3rd Gachon Pride Graduate Alumni,Deadline,2016.12.01,https://oia.gachon.ac.kr/international/a/m/alumniStory.do,3rd Gachon Pride Graduate Alumni 2016.12.01,[E1] 3rd Gachon Pride Graduate Alumni [/E1] [E2] 2016.12.01 [/E2],
9bc0d9f5bcd5faba,,has_deadline,Event,2nd Gachon Pride Graduate Alumni,Deadline,2015.10.01,https://oia.gachon.ac.kr/international/a/m/alumniStory.do,2nd Gachon Pride Graduate Alumni 2015.12.04 2nd Gachon Pride Alumni 2015.10.01,[E1] 2nd Gachon Pride Graduate Alumni [/E1] 2015.12.04 2nd Gachon Pride Alumni [E2] 2015.10.01 [/E2],
1820166a66796ea6,,has_deadline,Event,2026학년도 1학기 한국어능력 졸업인증 대체시험,Deadline,2026.05.11.(월) 10:00,https://oia.gachon.ac.kr/clientMain/a/t/internationalMain.do,공지사항 08 2026 . 05 2026학년도 1학기 한국어능력 졸업인증 대체시험 (외국인유학생대상) 2026학년도 1학기 한국어능력 졸업인증 대체시험(외국인유학생대상)국제교류처에서 2026년도 1학기 한국어능력 졸업인증 대체시험을 운영합니다.한국어능력 졸업인증을 하지 못한 외국인유학생은 아래사항을 확인하여 졸업에 차질이 없도록 대비 바랍니다.대체시험을...,공지사항 08 2026 . 05 [E1] 2026학년도 1학기 한국어능력 졸업인증 대체시험 [/E1] (외국인유학생대상) 2026학년도 1학기 한국어능력 졸업인증 대체시험(외국인유학생대상)국제교류처에서 2026년도 1학기 한국어능력 졸업인증 대체시험을 운영합니다.한국어능력 졸업인증을 하지 못한 외국인유학생은 아래사항을 확인하여 졸업에 차질이 없도록 대비...,
6016a9297f46e79f,,has_deadline,Event,1st Gachon Pride Graduate Alunmi,Deadline,2014.12.02,https://oia.gachon.ac.kr/international/a/m/alumniStory.do,1st Gachon Pride Graduate Alunmi 2014.12.02,[E1] 1st Gachon Pride Graduate Alunmi [/E1] [E2] 2014.12.02 [/E2],
61333b458a376b97,,has_deadline,Event,1st Gachon Pride Graduate Alunmi,Deadline,2014.09.26,https://oia.gachon.ac.kr/international/a/m/alumniStory.do,1st Gachon Pride Graduate Alunmi 2014.12.02 1st Gachon Pride Alumni 2014.09.26,[E1] 1st Gachon Pride Graduate Alunmi [/E1] 2014.12.02 1st Gachon Pride Alumni [E2] 2014.09.26 [/E2],
6a87f85ce94f8016,,has_deadline,Event,3rd Gachon Pride Graduate Alumni,Deadline,2016.09.30,https://oia.gachon.ac.kr/international/a/m/alumniStory.do,3rd Gachon Pride Graduate Alumni 2016.12.01 3rd Gachon Pride Alumni 2016.09.30,[E1] 3rd Gachon Pride Graduate Alumni [/E1] 2016.12.01 3rd Gachon Pride Alumni [E2] 2016.09.30 [/E2],
94922e7952e32a3e,,has_deadline,Event,2026학년도 1학기 한국어능력 졸업인증 대체시험,Deadline,2026.05.30.(토) 10:00,https://oia.gachon.ac.kr/clientMain/a/t/internationalMain.do,공지사항 08 2026 . 05 2026학년도 1학기 한국어능력 졸업인증 대체시험 (외국인유학생대상) 2026학년도 1학기 한국어능력 졸업인증 대체시험(외국인유학생대상)국제교류처에서 2026년도 1학기 한국어능력 졸업인증 대체시험을 운영합니다.한국어능력 졸업인증을 하지 못한 외국인유학생은 아래사항을 확인하여 졸업에 차질이 없도록 대비 바랍니다.대체시험을...,공지사항 08 2026 . 05 [E1] 2026학년도 1학기 한국어능력 졸업인증 대체시험 [/E1] (외국인유학생대상) 2026학년도 1학기 한국어능력 졸업인증 대체시험(외국인유학생대상)국제교류처에서 2026년도 1학기 한국어능력 졸업인증 대체시험을 운영합니다.한국어능력 졸업인증을 하지 못한 외국인유학생은 아래사항을 확인하여 졸업에 차질이 없도록 대비...,
7db56ae9ff3fb361,,has_deadline,Event,2026학년도 1학기 한국어능력 졸업인증 대체시험,Deadline,2026.05.17.(일) 23:45,https://oia.gachon.ac.kr/clientMain/a/t/internationalMain.do,공지사항 08 2026 . 05 2026학년도 1학기 한국어능력 졸업인증 대체시험 (외국인유학생대상) 2026학년도 1학기 한국어능력 졸업인증 대체시험(외국인유학생대상)국제교류처에서 2026년도 1학기 한국어능력 졸업인증 대체시험을 운영합니다.한국어능력 졸업인증을 하지 못한 외국인유학생은 아래사항을 확인하여 졸업에 차질이 없도록 대비 바랍니다.대체시험을...,공지사항 08 2026 . 05 [E1] 2026학년도 1학기 한국어능력 졸업인증 대체시험 [/E1] (외국인유학생대상) 2026학년도 1학기 한국어능력 졸업인증 대체시험(외국인유학생대상)국제교류처에서 2026년도 1학기 한국어능력 졸업인증 대체시험을 운영합니다.한국어능력 졸업인증을 하지 못한 외국인유학생은 아래사항을 확인하여 졸업에 차질이 없도록 대비...,
